cardid,carddefid,name,description,abilities,cost,power,category,source,use_count,connected_cards,PrimaryColor,SecondaryColor,RingColor,CardSeriesDefId,SeriesStartDates,wasAddedIn,wasChangedIn,stats_winrate,stats_cuberate,share_win,share_loss,share_cube_won,share_cube_lost,share_cube_earned,share_total,stats_win,stats_loss,stats_cube_won,stats_cube_lost,stats_position,stats_winrate_played,stats_cuberate_played,art_base
death,Death,Death,Costs 1 less for each card destroyed this game.,"[""Destroy"", ""Cost On Card Play"", ""Decrease Cost""]",8,12,Ultimate Power,Pool 3 (Collection Level 486-?),466,[],#a2190f,#000000,#8461ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5213564213564214,0.21623376623376625,0.049513159427439855,0.0501553652027308,0.05204039953956407,0.05069993945341044,0.06280385582564962,0.0498184824413213,7226.0,6634.0,22424.0,19427.0,51.0,0.5858132898491643,0.6310640032613127,https://static.marvelsnap.pro/cards/Death.webp
deathlok,Deathlok,Deathlok,<b>On Reveal:</b> Destroy your other cards at this location.,"[""On Reveal"", ""Destroy""]",3,5,Cyborgs,Pool 1 (Collection Level 18-214),566,[],#ff0603,#a4a4a4,#ffae1e,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5171663442940039,0.1650548033526757,0.04396982342179374,0.04529405983261384,0.04635689354275742,0.046785289266551136,0.04291701592623638,0.044599403328420974,6417.0,5991.0,19975.0,17927.0,60.0,0.5212953185498064,0.18549806406195,https://static.marvelsnap.pro/cards/Deathlok.webp
debrii,Debrii,Debrii,"<b>On Reveal:</b> Add a Rock to each other location, for both players.","[""On Reveal"", ""Add Card At Location"", ""Add Card""]",3,3,Elemental Masters,Pool 3 (Collection Level 486-?),185,"[""Rock""]",#ff141b,#949dff,#6669ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4788053949903661,-0.0838150289017341,0.013621943113998123,0.01636059847734541,0.013564758085477704,0.016162285738146438,-0.007292539815590947,0.0149239782897811,1988.0,2164.0,5845.0,6193.0,151.0,0.4703626220362622,-0.12517433751743376,https://static.marvelsnap.pro/cards/Debrii.webp
destroyer,Destroyer,Destroyer,<b>On Reveal:</b> Destroy your other cards.,"[""On Reveal"", ""Destroy""]",6,15,Asgardians,Pool 3 (Collection Level 486-?),137,[],#ffffff,#ffffff,#ff4a1e,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5020988805970149,0.0613339552238806,0.014752536984123722,0.016141348312907786,0.015706806282722512,0.016976532977013174,0.005511316010058676,0.015412817655727688,2153.0,2135.0,6768.0,6505.0,147.0,0.5367816091954023,0.2201149425287356,https://static.marvelsnap.pro/cards/Destroyer.webp
devildinosaur,DevilDinosaur,Devil Dinosaur,<b>Ongoing:</b> +2 Power for each card in your hand.,"[""Ongoing"", ""Power On Hand Count"", ""Increase Power""]",5,3,Giants,Pool 1 (Collection Level 18-214),953,[],#ff0200,#ff220d,#ff2206,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.52593481138319,0.14340668431502315,0.08712424884028477,0.0866491770558483,0.09072722884408303,0.0929781614714909,0.07265297569153395,0.08689838611121095,12715.0,11461.0,39094.0,35627.0,20.0,0.5398649119142122,0.2125200194972495,https://static.marvelsnap.pro/cards/DevilDinosaur.webp
doctoroctopus,DoctorOctopus,Doctor Octopus,<b>On Reveal:</b> Pull 4 random cards from your opponent's hand to their side of this location.,"[""On Reveal"", ""Move""]",5,10,Sinister Six,Pool 3 (Collection Level 486-?),95,[],#91ff98,#d14d05,#88ff44,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4760765550239234,-0.0733652312599681,0.008181388369272515,0.009934300554173691,0.007939270728899779,0.009408209282418523,-0.0038558256496228,0.009014773013191474,1194.0,1314.0,3421.0,3605.0,184.0,0.456781914893617,-0.10904255319148937,https://static.marvelsnap.pro/cards/DoctorOctopus.webp
doctorstrange,DoctorStrange,Doctor Strange,<b>On Reveal:</b> Move your highest-Power card(s) to this location.,"[""On Reveal"", ""Move""]",3,3,Masters of Mysticism,Pool 1 (Collection Level 18-214),209,[],#3f59ff,#ff0005,#ff4b00,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5138888888888888,0.09965277777777777,0.010141084410823552,0.010584490696988712,0.010707920240614904,0.011292460905693469,0.006014249790444258,0.010351892455339491,1480.0,1400.0,4614.0,4327.0,175.0,0.5232683982683982,0.14556277056277056,https://static.marvelsnap.pro/cards/DoctorStrange.webp
domino,Domino,Domino,"You always draw this card on turn 2, and not before.","[""Draw Card On Round""]",2,3,X-Force,Pool 1 (Collection Level 18-214),94,[],#ffffff,#00ffe0,#1595ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4712074303405573,-0.15479876160990713,0.005214435970700489,0.006456539325163114,0.005437506962236828,0.006767125289684114,-0.005238893545683152,0.005804967470615722,761.0,854.0,2343.0,2593.0,207.0,0.4662116040955631,-0.19044368600682596,https://static.marvelsnap.pro/cards/Domino.webp
dracula,Dracula,Dracula,"At the end of the game, discard a card from your hand. This has its Power.","[""Power On Discard"", ""Increase Power"", ""Discard""]",4,0,Vampires,Pool 3 (Collection Level 486-?),241,[],#ff060a,#4b4b4b,#ffffff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5271306818181818,0.17883522727272727,0.025428083951733918,0.025168406807339592,0.025674408674018788,0.0255861536213124,0.02638306789606035,0.025304626001940982,3711.0,3329.0,11063.0,9804.0,108.0,0.5378388554216867,0.25978915662650603,https://static.marvelsnap.pro/cards/Dracula.webp
drax,Drax,Drax,"<b>On Reveal:</b> If your opponent played a card here this turn, +2 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",4,6,Guardians of the Galaxy,Pool 3 (Collection Level 486-?),40,[],#6bff98,#ff1f1d,#6cff99,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4963289280469898,-0.03524229074889868,0.002316004412742136,0.0025932002207622344,0.002341632319631651,0.0026958890953504393,-0.0005029337803855825,0.002447791236835484,338.0,343.0,1009.0,1033.0,226.0,0.5132530120481927,0.002409638554216868,https://static.marvelsnap.pro/cards/Drax.webp
drdoom,DrDoom,Doctor Doom,<b>On Reveal:</b> Add a 5-Power DoomBot to each other location.,"[""On Reveal"", ""Add Card At Location"", ""Add Card""]",6,5,Fantastic Four,Pool 3 (Collection Level 486-?),984,"[""DoomBot""]",#fffefe,#09720c,#ffffff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,August 31st OTA,0.5469803724207348,0.2986160040261701,0.14894375124194026,0.136108990012777,0.1477200995135717,0.1351467732843393,0.24867979882648786,0.1428417382552748,21737.0,18003.0,63652.0,51785.0,7.0,0.5637109642124458,0.3859129245498063,https://static.marvelsnap.pro/cards/DrDoom.webp
ebonymaw,EbonyMaw,Ebony Maw,You can't play this after turn 3. <b>Ongoing:</b> You can't play cards here.,"[""Ongoing"", ""Disable Location"", ""Limit Card Play Turn""]",1,7,Ultimate Power,Pool 2 (Collection Level 222-486),309,[],#fffefe,#9f9024,#fff9cd,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5115598687027259,0.18074782360496647,0.049122590635941925,0.05175059915777695,0.048162433626675584,0.047549950936384325,0.05308046940486169,0.05037202113511376,7169.0,6845.0,20753.0,18220.0,50.0,0.518902570749622,0.2677684165046446,https://static.marvelsnap.pro/cards/EbonyMaw.webp
echo,Echo,Echo,"After your opponent plays an <b>Ongoing</b> card here, remove its abilities.",,1,2,,Pool 5 (Series 5),38,[],#ff9928,#000000,#ffffff,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1689649200}]",,,0.4795008912655971,-0.04723707664884135,0.003686421225015589,0.004415244690743864,0.003757287141212729,0.004363530074952503,-0.0011106454316848282,0.004032924769059343,538.0,584.0,1619.0,1672.0,214.0,0.4705263157894737,-0.08947368421052633,https://static.marvelsnap.pro/cards/Echo.webp
electro,Electro,Electro,<b>On Reveal:</b> +1 Max Energy. <b>Ongoing:</b> You can only play 1 card a turn.,"[""On Reveal"", ""Ongoing"", ""Increase Energy"", ""Limit Card Play Count""]",3,2,The Boys,Pool 3 (Collection Level 486-?),330,[],#ffd500,#31ff3b,#fffe1c,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5246744041818021,0.22344289891025074,0.040578041811416936,0.04056128042096031,0.041135215922171474,0.03967628452721465,0.05284995808885164,0.04057007296646418,5922.0,5365.0,17725.0,15203.0,73.0,0.5357541899441339,0.2892458100558659,https://static.marvelsnap.pro/cards/Electro.webp
elektra,Elektra,Elektra,<b>On Reveal:</b> Destroy a random enemy 1-Cost card at this location.,"[""On Reveal"", ""Destroy""]",1,1,Assassins,Pool 1 (Collection Level 18-214),283,[],#ff0100,#000000,#ff0000,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5172413793103449,0.09628302731751008,0.007914157090879191,0.008150057836681308,0.008735286472837995,0.00926206234210911,0.00450544844928751,0.008026311059990654,1155.0,1078.0,3764.0,3549.0,189.0,0.5165962582981292,0.04164152082076041,https://static.marvelsnap.pro/cards/Elektra.webp
enchantress,Enchantress,Enchantress,<b>On Reveal:</b> Remove the abilities from all <b>Ongoing</b> cards at this location.,"[""On Reveal"", ""Ongoing"", ""Disable Ability""]",4,5,Gods,Pool 1 (Collection Level 18-214),665,[],#00ff00,#ffef00,#8e7eff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.547368965695659,0.3123609458270813,0.0724881972852043,0.06613794615518376,0.07548689242879952,0.06913272229993528,0.12650880134115675,0.06946910607095359,10579.0,8748.0,32527.0,26490.0,29.0,0.5594187151976097,0.4244193942686405,https://static.marvelsnap.pro/cards/Enchantress.webp
falcon,Falcon,Falcon,<b>On Reveal:</b> Return your 1-Cost cards to your hand.,"[""On Reveal"", ""Return To Hand""]",2,3,Mechanical Marvels,Pool 3 (Collection Level 486-?),83,[],#ff0000,#00029b,#ff7e7e,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4886486486486487,-0.08864864864864865,0.003097141995738004,0.0035760457854826146,0.0030448182392038914,0.0036380149069879116,-0.0017183570829840738,0.003324826569857302,452.0,473.0,1312.0,1394.0,217.0,0.4903225806451613,-0.10806451612903226,https://static.marvelsnap.pro/cards/Falcon.webp
forge,Forge,Forge,<b>On Reveal:</b> Give the next card you play +3 Power.,"[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",2,1,Mechanical Marvels,Pool 1 (Collection Level 18-214),871,[],#ff8c04,#0047b0,#ff1010,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,August 17th OTA,0.5383444186232871,0.21696450036060586,0.09206460144853056,0.0871103584362171,0.09142345252682782,0.08867726579952816,0.11347443419949707,0.08970921246540384,13436.0,11522.0,39394.0,33979.0,19.0,0.536499731798898,0.20129711805724876,https://static.marvelsnap.pro/cards/Forge.webp
galactus,Galactus,Galactus,"<b>On Reveal:</b> If you're winning this location and this is your only card here, destroy all other locations.","[""On Reveal"", ""Destroy Location""]",6,5,,Pool 5 (Series 5),300,[],#cb00ff,#0200ff,#5500ff,Series5,"[{""Data"": ""Series5"", ""StartDate"": -62135596800}]",,Sept 15th OTA,0.5334468255557779,0.27468455838173444,0.03650105179490342,0.03522367296947886,0.03647283799339052,0.03385650458275048,0.057481139983235535,0.03589374932604867,5327.0,4659.0,15716.0,12973.0,81.0,0.6129792246733776,0.7097879631612765,https://static.marvelsnap.pro/cards/Galactus.webp
gambit,Gambit,Gambit,<b>On Reveal:</b> Discard a card from your hand. Destroy a random enemy card.,"[""On Reveal"", ""Destroy"", ""Discard""]",3,3,Classic X-Men,Pool 3 (Collection Level 486-?),146,[],#ff6be9,#8a0d02,#ff20de,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,17.17.0,0.5046382189239332,0.04903260005300822,0.013046368052843272,0.014130295080479931,0.0129056663324793,0.01403010626970374,0.003876781223805533,0.013561697997915245,1904.0,1869.0,5561.0,5376.0,158.0,0.5050465838509317,0.06444099378881987,https://static.marvelsnap.pro/cards/Gambit.webp
gamora,Gamora,Gamora,"<b>On Reveal:</b> If your opponent played a card here this turn, +5 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",5,7,Guardians of the Galaxy,Recruit Season,235,[],#00ff0d,#ff14e6,#3a14ff,Recruit,"[{""Data"": ""Recruit"", ""StartDate"": -62135596800}]",,,0.5130654678280416,0.1525709468951953,0.012511905496056623,0.013102087412772457,0.013546192120604508,0.013816105392822098,0.011378876781223806,0.012792494877969879,1826.0,1733.0,5837.0,5294.0,167.0,0.5031161473087818,0.09575070821529744,https://static.marvelsnap.pro/cards/Gamora.webp
ghost,Ghost,Ghost,<b>Ongoing:</b> Your cards are always revealed last. <i>(Their <b>On Reveal</b> abilities happen last.)</i>,[],1,2,,Pool 3 (Collection Level 486-?),53,[],#826bff,#2d43ce,#ff000c,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1684206000}]",,,0.4617117117117117,-0.1373873873873874,0.0028093544651605785,0.003613847537971861,0.0029566299060562176,0.0036432344405703905,-0.002556580050293378,0.0031918335070630103,410.0,478.0,1274.0,1396.0,219.0,0.4570637119113574,-0.19806094182825484,https://static.marvelsnap.pro/cards/Ghost.webp
ghostrider,GhostRider,Ghost Rider,<b>On Reveal:</b> Bring back one of your discarded cards to this location.,"[""On Reveal"", ""Discard""]",4,3,Masters of Mysticism,Pool 3 (Collection Level 486-?),198,[],#ff3f00,#571600,#ff4000,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.486993006993007,-0.053706293706293706,0.011929478350840407,0.013865682813055212,0.012149103263896623,0.014163204376056957,-0.00402347024308466,0.012850005391610651,1741.0,1834.0,5235.0,5427.0,165.0,0.5242360379346681,0.16385669125395153,https://static.marvelsnap.pro/cards/GhostRider.webp
ghostspider,GhostSpider,Ghost-Spider,<b>On Reveal:</b> The last card you played moves here.,"[""Decrease Cost"", ""Discard""]",1,2,,Pool 5 (Series 5),159,[],#fffefe,#ff00c3,#ff00c1,Series5,"[{""Data"": ""SeasonPass"", ""StartDate"": 1686020400}, {""Data"": ""Series5"", ""StartDate"": 1688439600}]",,July 20th OTA,0.36836650082918737,-0.39800995024875613,0.01217615337704963,0.023036387966946147,0.01082163677546322,0.017180094786729858,-0.040234702430846606,0.017339419862693647,1777.0,3047.0,4663.0,6583.0,139.0,0.3595726736013495,-0.4770874332302502,https://static.marvelsnap.pro/cards/GhostSpider.webp
giganto,Giganto,Giganto,You can only play this at the left location.,"[""Play At Location Restriction""]",6,14,Giants,Pool 3 (Collection Level 486-?),127,[],#86ff01,#1fff00,#06ff94,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4825755827371336,0.1594738056773598,0.01432770777231895,0.016950305816177638,0.016340369834020273,0.016572019124371045,0.014480301760268231,0.015574565975342368,2091.0,2242.0,7041.0,6350.0,146.0,0.6345811051693404,1.1235888294711824,https://static.marvelsnap.pro/cards/Giganto.webp
goose,Goose,Goose,"<b>Ongoing:</b> Nobody can play cards that cost 4, 5, or 6 at this location.","[""Ongoing"", ""Limit Card Play Cost""]",2,2,Ultimate Power,Pool 3 (Collection Level 486-?),159,[],#ff6c00,#ff7400,#3414ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4823487031700288,-0.07024495677233429,0.00917494055817077,0.010864223665409128,0.009201756340277005,0.010856629851556466,-0.00408633696563286,0.009978074116674457,1339.0,1437.0,3965.0,4160.0,180.0,0.4881964117091596,-0.02785646836638338,https://static.marvelsnap.pro/cards/Goose.webp
greengoblin,GreenGoblin,Green Goblin,<b>On Reveal:</b> Your opponent gains control of this.,"[""On Reveal""]",3,-3,The Boys,Pool 3 (Collection Level 486-?),369,[],#74ff00,#ff14f9,#ff5d00,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4862634123334512,-0.063200094328499,0.0282579946690786,0.03294044711912844,0.026686253759607887,0.031408543332567804,-0.011232187761944677,0.030484166636713276,4124.0,4357.0,11499.0,12035.0,96.0,0.4825862876776511,-0.09276901452444168,https://static.marvelsnap.pro/cards/GreenGoblin.webp
groot,Groot,Groot,"<b>On Reveal:</b> If your opponent played a card here this turn, +2 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",3,4,Guardians of the Galaxy,Pool 1 (Collection Level 18-214),88,[],#ff5d00,#19fd20,#ff4800,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4701754385964913,-0.18830409356725147,0.0027545377926696405,0.003424838775525633,0.0030216107831123984,0.00381808881558344,-0.0033738474434199498,0.0030732180726789115,402.0,453.0,1302.0,1463.0,221.0,0.4738617200674536,-0.19224283305227652,https://static.marvelsnap.pro/cards/Groot.webp
hawkeye,Hawkeye,Hawkeye,"<b>On Reveal:</b> If you play a card here next turn, +3 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",1,1,Fighters,Starter Card,364,[],#d13fff,#3335ff,#791bff,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,17.18.0,0.4715138361367336,-0.16983179598480738,0.005954461049328153,0.007363781384905004,0.006224239723738443,0.007816251539762406,-0.006559094719195306,0.0066244922899967645,869.0,974.0,2682.0,2995.0,197.0,0.4699738903394256,-0.2343342036553525,https://static.marvelsnap.pro/cards/Hawkeye.webp
hazmat,Hazmat,Hazmat,<b>On Reveal:</b> Afflict all other cards with -1 Power.,"[""On Reveal"", ""Decrease Power""]",2,2,Irradiated,Pool 3 (Collection Level 486-?),201,[],#ffaf00,#ffdd15,#00ff5f,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5286470871449206,0.19378911892152145,0.015047176598762512,0.0148031662747885,0.015509542905944822,0.015340209198905988,0.01686923721709975,0.014931167103986197,2196.0,1958.0,6683.0,5878.0,150.0,0.5410933432502789,0.3019709929341763,https://static.marvelsnap.pro/cards/Hazmat.webp
heimdall,Heimdall,Heimdall,<b>On Reveal:</b> Move your other cards one location to the left.,"[""On Reveal"", ""Move""]",6,8,Asgardians,Pool 1 (Collection Level 18-214),205,[],#ffa100,#ff5b00,#16c2ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5189316113883181,0.18755503375403584,0.012114484620497324,0.012391414465974642,0.013054194051464857,0.01301229722112032,0.013390611902766136,0.012246144998382516,1768.0,1639.0,5625.0,4986.0,170.0,0.5444505797901712,0.3290999447818885,https://static.marvelsnap.pro/cards/Heimdall.webp
hela,Hela,Hela,<b>On Reveal:</b> Resurrect all cards you discarded from your hand to random locations.,"[""On Reveal"", ""Discard""]",6,6,Gods,Pool 3 (Collection Level 486-?),190,[],#067800,#02ff00,#00ff0e,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4937570942111237,0.2315550510783201,0.017883939400168563,0.020231497932244137,0.02073818276335821,0.02012652149403929,0.02564962279966471,0.019000035944071025,2610.0,2676.0,8936.0,7712.0,132.0,0.6552162849872774,1.3019508057675997,https://static.marvelsnap.pro/cards/Hela.webp
helicarrier,Helicarrier,Helicarrier,"When you discard this from your hand, add 3 random cards to your hand.","[""Card Draw"", ""Discard""]",6,10,,Pool 3 (Collection Level 486-?),80,[],#fffefe,#23ddff,#a7fff5,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4945930563460444,-0.06545247581104155,0.005954461049328153,0.006713591242089983,0.005952712487467975,0.006994175000521953,-0.0024098910310142497,0.0063153732791776,869.0,888.0,2565.0,2680.0,201.0,0.5402843601895735,0.07109004739336493,https://static.marvelsnap.pro/cards/Helicarrier.webp
hellcow,Hellcow,Hellcow,<b>On Reveal:</b> Discard 2 cards from your hand.,"[""On Reveal"", ""Discard""]",4,6,Vampires,Pool 3 (Collection Level 486-?),95,[],#ff0000,#831000,#ff1414,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4944018856806128,0.01473187978786093,0.005748898527487135,0.006486780727154511,0.005855241171883703,0.006519197444516358,0.0005238893545683153,0.006099708853024694,839.0,858.0,2523.0,2498.0,202.0,0.5105740181268882,0.10372608257804633,https://static.marvelsnap.pro/cards/Hellcow.webp
highevolutionary,HighEvolutionary,High Evolutionary,"At the start of the game, unlock the potential of your cards with no abilities.",,4,4,,Pool 5 (Series 5),715,"[""EvolvedWasp"", ""EvolvedMistyKnight"", ""EvolvedShocker"", ""EvolvedCyclops"", ""EvolvedTheThing"", ""EvolvedAbomination"", ""EvolvedHulk""]",#ff000d,#ffbc68,#ffa342,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1684810800}]",,,0.5465671157279662,0.27187144944002595,0.11536853934124065,0.10560297575395597,0.11420157068062828,0.10656721715347517,0.1755029337803856,0.11072571079400452,16837.0,13968.0,49209.0,40834.0,15.0,0.5140939597315436,0.17747949291573453,https://static.marvelsnap.pro/cards/HighEvolutionary.webp
hitmonkey,HitMonkey,Hit Monkey,<b>On Reveal:</b> Gain +2 Power for each other card you played this turn.,"[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",3,2,,Pool 5 (Series 5),198,[],#ff8488,#000000,#ffffff,Series5,"[{""Data"": ""SeasonPass"", ""StartDate"": 1680577200}, {""Data"": ""Series5"", ""StartDate"": 1682996400}]",,July 20th OTA,0.5008622341444722,0.056141023184518114,0.01791134773641403,0.019694713046896854,0.018507946232965727,0.020048228490302102,0.006139983235540654,0.01875921066820028,2614.0,2605.0,7975.0,7682.0,134.0,0.5523344522429051,0.34452242905096125,https://static.marvelsnap.pro/cards/HitMonkey.webp
hobgoblin,Hobgoblin,Hobgoblin,<b>On Reveal:</b> Your opponent gains control of this.,"[""On Reveal""]",5,-8,Sinister Six,Pool 2 (Collection Level 222-486),509,[],#ff6100,#1310c6,#ff7000,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4955465587044535,0.0004048582995951417,0.03354780356445413,0.03768078688127981,0.03257166462441053,0.03661763784788191,8.382229673093043e-05,0.035512742173178534,4896.0,4984.0,14035.0,14031.0,82.0,0.5007069913589945,0.0029850746268656717,https://static.marvelsnap.pro/cards/Hobgoblin.webp
hood,Hood,The Hood,<b>On Reveal:</b> Add a Demon to your hand.,"[""On Reveal"", ""Add Card to Hand"", ""Add Card""]",1,-3,,Pool 3 (Collection Level 486-?),294,"[""Demon""]",#ff003e,#ff3700,#ff4a03,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4930207587687903,-0.03847530422333572,0.018877491589066816,0.021418472960406443,0.018143589172329284,0.020964256634027185,-0.00450544844928751,0.020085546889040653,2755.0,2833.0,7818.0,8033.0,127.0,0.5092953867339913,0.06495294927702548,https://static.marvelsnap.pro/cards/Hood.webp
howardtheduck,HowardTheDuck,Howard the Duck,<b>Ongoing:</b> Tap this to see the top card of your deck.,,1,2,,Pool 5 (Series 5),23,[],#ffdcb3,#ff7100,#f7510a,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1684206000}]",,,0.5015479876160991,0.06501547987616099,0.0022200752358829943,0.0024344328603074037,0.00231146262671271,0.002489717518842516,0.0008801341156747695,0.002321986988246289,324.0,322.0,996.0,954.0,228.0,0.5037593984962406,0.05451127819548872,https://static.marvelsnap.pro/cards/HowardTheDuck.webp
hulk,Hulk,Hulk,"<i>""HULK SMASH!""</i>",[],6,12,Avengers,Starter Card,935,[],#6fff6b,#ad5aff,#70ff6c,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5634239315709548,0.3821861344407599,0.12457088823565687,0.1065026574632,0.12772687609075042,0.11145009081988433,0.2584241408214585,0.11598073397793035,18180.0,14087.0,55037.0,42705.0,12.0,0.5922634914993188,0.6170842959540311,https://static.marvelsnap.pro/cards/Hulk.webp
hulkbuster,Hulkbuster,Hulkbuster,<b>On Reveal:</b> Merge this card with a random friendly card at this location.,"[""On Reveal"", ""Merge""]",3,5,Robots,Pool 1 (Collection Level 18-214),490,[],#ff2228,#ff9249,#ff7c09,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,17.18.0,0.5335264608210274,0.1907722744294496,0.05174008674738422,0.04991343398679963,0.05293852809030485,0.05248501993861829,0.05658005029337804,0.050871643722367986,7551.0,6602.0,22811.0,20111.0,48.0,0.53248459129029,0.21087198140850766,https://static.marvelsnap.pro/cards/Hulkbuster.webp
humantorch,HumanTorch,Human Torch,"When this moves, double its Power.","[""Move"", ""Power On Move"", ""Increase Power""]",1,2,Fantastic Four,Pool 3 (Collection Level 486-?),116,[],#ff4c00,#ff4900,#ff7300,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5075720566682951,0.08793356130923302,0.007119315339760588,0.007620833301831873,0.007482083843897367,0.007944130112533145,0.003772003352891869,0.007357751338916646,1039.0,1008.0,3224.0,3044.0,195.0,0.5039772727272728,0.06420454545454546,https://static.marvelsnap.pro/cards/HumanTorch.webp
iceman,Iceman,Iceman,<b>On Reveal:</b> Give a random card in your opponent's hand +1 Cost. <i>(maximum 6)</i>,"[""On Reveal"", ""Increase Cost""]",1,2,Original X-Men,Pool 2 (Collection Level 222-486),693,[],#00cfff,#85faff,#72e9ff,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.478721939126842,0.035807739980718914,0.04763568839462522,0.05723185326871754,0.04970805020236901,0.05454151617011504,0.010896898575020957,0.05219797994320837,6952.0,7570.0,21419.0,20899.0,46.0,0.4787616402548603,0.028998529652017643,https://static.marvelsnap.pro/cards/Iceman.webp
infinaut,Infinaut,The Infinaut,"If you played a card last turn, you can't play this.",[],6,20,Giants,Pool 2 (Collection Level 222-486),545,[],#4e85ff,#64ff49,#ff6f2c,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5130290914104508,0.22501034054873845,0.05099320958469519,0.05340631591680591,0.056828097731239084,0.05538708061047665,0.06839899413243923,0.052140469429567585,7442.0,7064.0,24487.0,21223.0,47.0,0.6587092858587902,1.1764110863847863,https://static.marvelsnap.pro/cards/Infinaut.webp
invisiblewoman,InvisibleWoman,Invisible Woman,<b>Ongoing:</b> Cards you play here are not revealed until the game ends.,"[""Ongoing"", ""Hide""]",2,3,Fantastic Four,Pool 3 (Collection Level 486-?),207,[],#225cff,#b6b6b6,#ffea3a,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4932286857494614,0.25115420129270544,0.021960929416682085,0.02489623418941702,0.025423768148230663,0.024330855794726186,0.034199497066219615,0.023356457352359732,3205.0,3293.0,10955.0,9323.0,115.0,0.5008016032064129,0.2997995991983968,https://static.marvelsnap.pro/cards/InvisibleWoman.webp
ironfist,IronFist,Iron Fist,"<b>On Reveal:</b> After you play your next card, move it one location to the left.","[""On Reveal"", ""Move""]",1,2,Defenders,Pool 1 (Collection Level 18-214),251,[],#7eff66,#ffbe49,#ff7c09,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4156436338126973,-0.12486846720448964,0.016239439225440418,0.02519108785883313,0.01579035312465189,0.019615007202956343,-0.014920368818105616,0.02049530929873117,2370.0,3332.0,6804.0,7516.0,125.0,0.4170522141440846,-0.13328927076448555,https://static.marvelsnap.pro/cards/IronFist.webp
