,cardid,carddefid,name,description,abilities,cost,power,category,source,use_count,connected_cards,PrimaryColor,SecondaryColor,RingColor,CardSeriesDefId,SeriesStartDates,wasAddedIn,wasChangedIn,stats_winrate,stats_cuberate,share_win,share_loss,share_cube_won,share_cube_lost,share_cube_earned,share_total,stats_win,stats_loss,stats_cube_won,stats_cube_lost,stats_position,stats_winrate_played,stats_cuberate_played,art_base
46,death,Death,Death,Costs 1 less for each card destroyed this game.,"[""Destroy"", ""Cost On Card Play"", ""Decrease Cost""]",8,12,Ultimate Power,Pool 3 (Collection Level 486-?),466,[],#a2190f,#000000,#8461ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5213564213564214,0.2162337662337662,0.0495131594274398,0.0501553652027308,0.052040399539564,0.0506999394534104,0.0628038558256496,0.0498184824413213,7226.0,6634.0,22424.0,19427.0,51.0,0.5858132898491643,0.6310640032613127,https://static.marvelsnap.pro/cards/Death.webp
47,deathlok,Deathlok,Deathlok,On Reveal: Destroy your other cards at this location.,"[""On Reveal"", ""Destroy""]",3,5,Cyborgs,Pool 1 (Collection Level 18-214),566,[],#ff0603,#a4a4a4,#ffae1e,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5171663442940039,0.1650548033526757,0.0439698234217937,0.0452940598326138,0.0463568935427574,0.0467852892665511,0.0429170159262363,0.0445994033284209,6417.0,5991.0,19975.0,17927.0,60.0,0.5212953185498064,0.18549806406195,https://static.marvelsnap.pro/cards/Deathlok.webp
48,debrii,Debrii,Debrii,"On Reveal: Add a Rock to each other location, for both players.","[""On Reveal"", ""Add Card At Location"", ""Add Card""]",3,3,Elemental Masters,Pool 3 (Collection Level 486-?),185,"[""Rock""]",#ff141b,#949dff,#6669ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4788053949903661,-0.0838150289017341,0.0136219431139981,0.0163605984773454,0.0135647580854777,0.0161622857381464,-0.0072925398155909,0.0149239782897811,1988.0,2164.0,5845.0,6193.0,151.0,0.4703626220362622,-0.1251743375174337,https://static.marvelsnap.pro/cards/Debrii.webp
49,destroyer,Destroyer,Destroyer,On Reveal: Destroy your other cards.,"[""On Reveal"", ""Destroy""]",6,15,Asgardians,Pool 3 (Collection Level 486-?),137,[],#ffffff,#ffffff,#ff4a1e,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5020988805970149,0.0613339552238806,0.0147525369841237,0.0161413483129077,0.0157068062827225,0.0169765329770131,0.0055113160100586,0.0154128176557276,2153.0,2135.0,6768.0,6505.0,147.0,0.5367816091954023,0.2201149425287356,https://static.marvelsnap.pro/cards/Destroyer.webp
50,devildinosaur,DevilDinosaur,Devil Dinosaur,Ongoing: +2 Power for each card in your hand.,"[""Ongoing"", ""Power On Hand Count"", ""Increase Power""]",5,3,Giants,Pool 1 (Collection Level 18-214),953,[],#ff0200,#ff220d,#ff2206,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.52593481138319,0.1434066843150231,0.0871242488402847,0.0866491770558483,0.090727228844083,0.0929781614714909,0.0726529756915339,0.0868983861112109,12715.0,11461.0,39094.0,35627.0,20.0,0.5398649119142122,0.2125200194972495,https://static.marvelsnap.pro/cards/DevilDinosaur.webp
51,doctoroctopus,DoctorOctopus,Doctor Octopus,On Reveal: Pull 4 random cards from your opponent's hand to their side of this location.,"[""On Reveal"", ""Move""]",5,10,Sinister Six,Pool 3 (Collection Level 486-?),95,[],#91ff98,#d14d05,#88ff44,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4760765550239234,-0.0733652312599681,0.0081813883692725,0.0099343005541736,0.0079392707288997,0.0094082092824185,-0.0038558256496228,0.0090147730131914,1194.0,1314.0,3421.0,3605.0,184.0,0.456781914893617,-0.1090425531914893,https://static.marvelsnap.pro/cards/DoctorOctopus.webp
52,doctorstrange,DoctorStrange,Doctor Strange,On Reveal: Move your highest-Power card(s) to this location.,"[""On Reveal"", ""Move""]",3,3,Masters of Mysticism,Pool 1 (Collection Level 18-214),209,[],#3f59ff,#ff0005,#ff4b00,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5138888888888888,0.0996527777777777,0.0101410844108235,0.0105844906969887,0.0107079202406149,0.0112924609056934,0.0060142497904442,0.0103518924553394,1480.0,1400.0,4614.0,4327.0,175.0,0.5232683982683982,0.1455627705627705,https://static.marvelsnap.pro/cards/DoctorStrange.webp
53,domino,Domino,Domino,"You always draw this card on turn 2, and not before.","[""Draw Card On Round""]",2,3,X-Force,Pool 1 (Collection Level 18-214),94,[],#ffffff,#00ffe0,#1595ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4712074303405573,-0.1547987616099071,0.0052144359707004,0.0064565393251631,0.0054375069622368,0.0067671252896841,-0.0052388935456831,0.0058049674706157,761.0,854.0,2343.0,2593.0,207.0,0.4662116040955631,-0.1904436860068259,https://static.marvelsnap.pro/cards/Domino.webp
54,dracula,Dracula,Dracula,"At the end of the game, discard a card from your hand. This has its Power.","[""Power On Discard"", ""Increase Power"", ""Discard""]",4,0,Vampires,Pool 3 (Collection Level 486-?),241,[],#ff060a,#4b4b4b,#ffffff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5271306818181818,0.1788352272727272,0.0254280839517339,0.0251684068073395,0.0256744086740187,0.0255861536213124,0.0263830678960603,0.0253046260019409,3711.0,3329.0,11063.0,9804.0,108.0,0.5378388554216867,0.259789156626506,https://static.marvelsnap.pro/cards/Dracula.webp
55,drax,Drax,Drax,"On Reveal: If your opponent played a card here this turn, +2 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",4,6,Guardians of the Galaxy,Pool 3 (Collection Level 486-?),40,[],#6bff98,#ff1f1d,#6cff99,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4963289280469898,-0.0352422907488986,0.0023160044127421,0.0025932002207622,0.0023416323196316,0.0026958890953504,-0.0005029337803855,0.0024477912368354,338.0,343.0,1009.0,1033.0,226.0,0.5132530120481927,0.0024096385542168,https://static.marvelsnap.pro/cards/Drax.webp
56,drdoom,DrDoom,Doctor Doom,On Reveal: Add a 5-Power DoomBot to each other location.,"[""On Reveal"", ""Add Card At Location"", ""Add Card""]",6,5,Fantastic Four,Pool 3 (Collection Level 486-?),984,"[""DoomBot""]",#fffefe,#09720c,#ffffff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,August 31st OTA,0.5469803724207348,0.2986160040261701,0.1489437512419402,0.136108990012777,0.1477200995135717,0.1351467732843393,0.2486797988264878,0.1428417382552748,21737.0,18003.0,63652.0,51785.0,7.0,0.5637109642124458,0.3859129245498063,https://static.marvelsnap.pro/cards/DrDoom.webp
57,ebonymaw,EbonyMaw,Ebony Maw,You can't play this after turn 3. Ongoing: You can't play cards here.,"[""Ongoing"", ""Disable Location"", ""Limit Card Play Turn""]",1,7,Ultimate Power,Pool 2 (Collection Level 222-486),309,[],#fffefe,#9f9024,#fff9cd,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5115598687027259,0.1807478236049664,0.0491225906359419,0.0517505991577769,0.0481624336266755,0.0475499509363843,0.0530804694048616,0.0503720211351137,7169.0,6845.0,20753.0,18220.0,50.0,0.518902570749622,0.2677684165046446,https://static.marvelsnap.pro/cards/EbonyMaw.webp
58,echo,Echo,Echo,"After your opponent plays an Ongoing card here, remove its abilities.",,1,2,,Pool 5 (Series 5),38,[],#ff9928,#000000,#ffffff,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1689649200}]",,,0.4795008912655971,-0.0472370766488413,0.0036864212250155,0.0044152446907438,0.0037572871412127,0.0043635300749525,-0.0011106454316848,0.0040329247690593,538.0,584.0,1619.0,1672.0,214.0,0.4705263157894737,-0.0894736842105263,https://static.marvelsnap.pro/cards/Echo.webp
59,electro,Electro,Electro,On Reveal: +1 Max Energy. Ongoing: You can only play 1 card a turn.,"[""On Reveal"", ""Ongoing"", ""Increase Energy"", ""Limit Card Play Count""]",3,2,The Boys,Pool 3 (Collection Level 486-?),330,[],#ffd500,#31ff3b,#fffe1c,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5246744041818021,0.2234428989102507,0.0405780418114169,0.0405612804209603,0.0411352159221714,0.0396762845272146,0.0528499580888516,0.0405700729664641,5922.0,5365.0,17725.0,15203.0,73.0,0.5357541899441339,0.2892458100558659,https://static.marvelsnap.pro/cards/Electro.webp
60,elektra,Elektra,Elektra,On Reveal: Destroy a random enemy 1-Cost card at this location.,"[""On Reveal"", ""Destroy""]",1,1,Assassins,Pool 1 (Collection Level 18-214),283,[],#ff0100,#000000,#ff0000,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5172413793103449,0.09628302731751,0.0079141570908791,0.0081500578366813,0.0087352864728379,0.0092620623421091,0.0045054484492875,0.0080263110599906,1155.0,1078.0,3764.0,3549.0,189.0,0.5165962582981292,0.0416415208207604,https://static.marvelsnap.pro/cards/Elektra.webp
61,enchantress,Enchantress,Enchantress,On Reveal: Remove the abilities from all Ongoing cards at this location.,"[""On Reveal"", ""Ongoing"", ""Disable Ability""]",4,5,Gods,Pool 1 (Collection Level 18-214),665,[],#00ff00,#ffef00,#8e7eff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.547368965695659,0.3123609458270813,0.0724881972852043,0.0661379461551837,0.0754868924287995,0.0691327222999352,0.1265088013411567,0.0694691060709535,10579.0,8748.0,32527.0,26490.0,29.0,0.5594187151976097,0.4244193942686405,https://static.marvelsnap.pro/cards/Enchantress.webp
62,falcon,Falcon,Falcon,On Reveal: Return your 1-Cost cards to your hand.,"[""On Reveal"", ""Return To Hand""]",2,3,Mechanical Marvels,Pool 3 (Collection Level 486-?),83,[],#ff0000,#00029b,#ff7e7e,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4886486486486487,-0.0886486486486486,0.003097141995738,0.0035760457854826,0.0030448182392038,0.0036380149069879,-0.001718357082984,0.0033248265698573,452.0,473.0,1312.0,1394.0,217.0,0.4903225806451613,-0.1080645161290322,https://static.marvelsnap.pro/cards/Falcon.webp
63,forge,Forge,Forge,On Reveal: Give the next card you play +3 Power.,"[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",2,1,Mechanical Marvels,Pool 1 (Collection Level 18-214),871,[],#ff8c04,#0047b0,#ff1010,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,August 17th OTA,0.5383444186232871,0.2169645003606058,0.0920646014485305,0.0871103584362171,0.0914234525268278,0.0886772657995281,0.113474434199497,0.0897092124654038,13436.0,11522.0,39394.0,33979.0,19.0,0.536499731798898,0.2012971180572487,https://static.marvelsnap.pro/cards/Forge.webp
64,galactus,Galactus,Galactus,"On Reveal: If you're winning this location and this is your only card here, destroy all other locations.","[""On Reveal"", ""Destroy Location""]",6,5,,Pool 5 (Series 5),300,[],#cb00ff,#0200ff,#5500ff,Series5,"[{""Data"": ""Series5"", ""StartDate"": -62135596800}]",,Sept 15th OTA,0.5334468255557779,0.2746845583817344,0.0365010517949034,0.0352236729694788,0.0364728379933905,0.0338565045827504,0.0574811399832355,0.0358937493260486,5327.0,4659.0,15716.0,12973.0,81.0,0.6129792246733776,0.7097879631612765,https://static.marvelsnap.pro/cards/Galactus.webp
65,gambit,Gambit,Gambit,On Reveal: Discard a card from your hand. Destroy a random enemy card.,"[""On Reveal"", ""Destroy"", ""Discard""]",3,3,Classic X-Men,Pool 3 (Collection Level 486-?),146,[],#ff6be9,#8a0d02,#ff20de,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,17.17.0,0.5046382189239332,0.0490326000530082,0.0130463680528432,0.0141302950804799,0.0129056663324793,0.0140301062697037,0.0038767812238055,0.0135616979979152,1904.0,1869.0,5561.0,5376.0,158.0,0.5050465838509317,0.0644409937888198,https://static.marvelsnap.pro/cards/Gambit.webp
66,gamora,Gamora,Gamora,"On Reveal: If your opponent played a card here this turn, +5 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",5,7,Guardians of the Galaxy,Recruit Season,235,[],#00ff0d,#ff14e6,#3a14ff,Recruit,"[{""Data"": ""Recruit"", ""StartDate"": -62135596800}]",,,0.5130654678280416,0.1525709468951953,0.0125119054960566,0.0131020874127724,0.0135461921206045,0.013816105392822,0.0113788767812238,0.0127924948779698,1826.0,1733.0,5837.0,5294.0,167.0,0.5031161473087818,0.0957507082152974,https://static.marvelsnap.pro/cards/Gamora.webp
67,ghost,Ghost,Ghost,Ongoing: Your cards are always revealed last. (Their On Reveal abilities happen last.),[],1,2,,Pool 3 (Collection Level 486-?),53,[],#826bff,#2d43ce,#ff000c,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1684206000}]",,,0.4617117117117117,-0.1373873873873874,0.0028093544651605,0.0036138475379718,0.0029566299060562,0.0036432344405703,-0.0025565800502933,0.003191833507063,410.0,478.0,1274.0,1396.0,219.0,0.4570637119113574,-0.1980609418282548,https://static.marvelsnap.pro/cards/Ghost.webp
68,ghostrider,GhostRider,Ghost Rider,On Reveal: Bring back one of your discarded cards to this location.,"[""On Reveal"", ""Discard""]",4,3,Masters of Mysticism,Pool 3 (Collection Level 486-?),198,[],#ff3f00,#571600,#ff4000,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.486993006993007,-0.0537062937062937,0.0119294783508404,0.0138656828130552,0.0121491032638966,0.0141632043760569,-0.0040234702430846,0.0128500053916106,1741.0,1834.0,5235.0,5427.0,165.0,0.5242360379346681,0.1638566912539515,https://static.marvelsnap.pro/cards/GhostRider.webp
69,ghostspider,GhostSpider,Ghost-Spider,On Reveal: The last card you played moves here.,"[""Decrease Cost"", ""Discard""]",1,2,,Pool 5 (Series 5),159,[],#fffefe,#ff00c3,#ff00c1,Series5,"[{""Data"": ""SeasonPass"", ""StartDate"": 1686020400}, {""Data"": ""Series5"", ""StartDate"": 1688439600}]",,July 20th OTA,0.3683665008291873,-0.3980099502487561,0.0121761533770496,0.0230363879669461,0.0108216367754632,0.0171800947867298,-0.0402347024308466,0.0173394198626936,1777.0,3047.0,4663.0,6583.0,139.0,0.3595726736013495,-0.4770874332302502,https://static.marvelsnap.pro/cards/GhostSpider.webp
70,giganto,Giganto,Giganto,You can only play this at the left location.,"[""Play At Location Restriction""]",6,14,Giants,Pool 3 (Collection Level 486-?),127,[],#86ff01,#1fff00,#06ff94,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4825755827371336,0.1594738056773598,0.0143277077723189,0.0169503058161776,0.0163403698340202,0.016572019124371,0.0144803017602682,0.0155745659753423,2091.0,2242.0,7041.0,6350.0,146.0,0.6345811051693404,1.1235888294711824,https://static.marvelsnap.pro/cards/Giganto.webp
71,goose,Goose,Goose,"Ongoing: Nobody can play cards that cost 4, 5, or 6 at this location.","[""Ongoing"", ""Limit Card Play Cost""]",2,2,Ultimate Power,Pool 3 (Collection Level 486-?),159,[],#ff6c00,#ff7400,#3414ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4823487031700288,-0.0702449567723342,0.0091749405581707,0.0108642236654091,0.009201756340277,0.0108566298515564,-0.0040863369656328,0.0099780741166744,1339.0,1437.0,3965.0,4160.0,180.0,0.4881964117091596,-0.0278564683663833,https://static.marvelsnap.pro/cards/Goose.webp
72,greengoblin,GreenGoblin,Green Goblin,On Reveal: Your opponent gains control of this.,"[""On Reveal""]",3,-3,The Boys,Pool 3 (Collection Level 486-?),369,[],#74ff00,#ff14f9,#ff5d00,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4862634123334512,-0.063200094328499,0.0282579946690786,0.0329404471191284,0.0266862537596078,0.0314085433325678,-0.0112321877619446,0.0304841666367132,4124.0,4357.0,11499.0,12035.0,96.0,0.4825862876776511,-0.0927690145244416,https://static.marvelsnap.pro/cards/GreenGoblin.webp
73,groot,Groot,Groot,"On Reveal: If your opponent played a card here this turn, +2 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",3,4,Guardians of the Galaxy,Pool 1 (Collection Level 18-214),88,[],#ff5d00,#19fd20,#ff4800,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4701754385964913,-0.1883040935672514,0.0027545377926696,0.0034248387755256,0.0030216107831123,0.0038180888155834,-0.0033738474434199,0.0030732180726789,402.0,453.0,1302.0,1463.0,221.0,0.4738617200674536,-0.1922428330522765,https://static.marvelsnap.pro/cards/Groot.webp
74,hawkeye,Hawkeye,Hawkeye,"On Reveal: If you play a card here next turn, +3 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",1,1,Fighters,Starter Card,364,[],#d13fff,#3335ff,#791bff,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,17.18.0,0.4715138361367336,-0.1698317959848073,0.0059544610493281,0.007363781384905,0.0062242397237384,0.0078162515397624,-0.0065590947191953,0.0066244922899967,869.0,974.0,2682.0,2995.0,197.0,0.4699738903394256,-0.2343342036553525,https://static.marvelsnap.pro/cards/Hawkeye.webp
75,hazmat,Hazmat,Hazmat,On Reveal: Afflict all other cards with -1 Power.,"[""On Reveal"", ""Decrease Power""]",2,2,Irradiated,Pool 3 (Collection Level 486-?),201,[],#ffaf00,#ffdd15,#00ff5f,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5286470871449206,0.1937891189215214,0.0150471765987625,0.0148031662747885,0.0155095429059448,0.0153402091989059,0.0168692372170997,0.0149311671039861,2196.0,1958.0,6683.0,5878.0,150.0,0.5410933432502789,0.3019709929341763,https://static.marvelsnap.pro/cards/Hazmat.webp
76,heimdall,Heimdall,Heimdall,On Reveal: Move your other cards one location to the left.,"[""On Reveal"", ""Move""]",6,8,Asgardians,Pool 1 (Collection Level 18-214),205,[],#ffa100,#ff5b00,#16c2ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5189316113883181,0.1875550337540358,0.0121144846204973,0.0123914144659746,0.0130541940514648,0.0130122972211203,0.0133906119027661,0.0122461449983825,1768.0,1639.0,5625.0,4986.0,170.0,0.5444505797901712,0.3290999447818885,https://static.marvelsnap.pro/cards/Heimdall.webp
77,hela,Hela,Hela,On Reveal: Resurrect all cards you discarded from your hand to random locations.,"[""On Reveal"", ""Discard""]",6,6,Gods,Pool 3 (Collection Level 486-?),190,[],#067800,#02ff00,#00ff0e,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4937570942111237,0.2315550510783201,0.0178839394001685,0.0202314979322441,0.0207381827633582,0.0201265214940392,0.0256496227996647,0.019000035944071,2610.0,2676.0,8936.0,7712.0,132.0,0.6552162849872774,1.3019508057675997,https://static.marvelsnap.pro/cards/Hela.webp
78,helicarrier,Helicarrier,Helicarrier,"When you discard this from your hand, add 3 random cards to your hand.","[""Card Draw"", ""Discard""]",6,10,,Pool 3 (Collection Level 486-?),80,[],#fffefe,#23ddff,#a7fff5,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4945930563460444,-0.0654524758110415,0.0059544610493281,0.0067135912420899,0.0059527124874679,0.0069941750005219,-0.0024098910310142,0.0063153732791776,869.0,888.0,2565.0,2680.0,201.0,0.5402843601895735,0.0710900473933649,https://static.marvelsnap.pro/cards/Helicarrier.webp
79,hellcow,Hellcow,Hellcow,On Reveal: Discard 2 cards from your hand.,"[""On Reveal"", ""Discard""]",4,6,Vampires,Pool 3 (Collection Level 486-?),95,[],#ff0000,#831000,#ff1414,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4944018856806128,0.0147318797878609,0.0057488985274871,0.0064867807271545,0.0058552411718837,0.0065191974445163,0.0005238893545683,0.0060997088530246,839.0,858.0,2523.0,2498.0,202.0,0.5105740181268882,0.1037260825780463,https://static.marvelsnap.pro/cards/Hellcow.webp
80,highevolutionary,HighEvolutionary,High Evolutionary,"At the start of the game, unlock the potential of your cards with no abilities.",,4,4,,Pool 5 (Series 5),715,"[""EvolvedWasp"", ""EvolvedMistyKnight"", ""EvolvedShocker"", ""EvolvedCyclops"", ""EvolvedTheThing"", ""EvolvedAbomination"", ""EvolvedHulk""]",#ff000d,#ffbc68,#ffa342,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1684810800}]",,,0.5465671157279662,0.2718714494400259,0.1153685393412406,0.1056029757539559,0.1142015706806282,0.1065672171534751,0.1755029337803856,0.1107257107940045,16837.0,13968.0,49209.0,40834.0,15.0,0.5140939597315436,0.1774794929157345,https://static.marvelsnap.pro/cards/HighEvolutionary.webp
81,hitmonkey,HitMonkey,Hit Monkey,On Reveal: Gain +2 Power for each other card you played this turn.,"[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",3,2,,Pool 5 (Series 5),198,[],#ff8488,#000000,#ffffff,Series5,"[{""Data"": ""SeasonPass"", ""StartDate"": 1680577200}, {""Data"": ""Series5"", ""StartDate"": 1682996400}]",,July 20th OTA,0.5008622341444722,0.0561410231845181,0.017911347736414,0.0196947130468968,0.0185079462329657,0.0200482284903021,0.0061399832355406,0.0187592106682002,2614.0,2605.0,7975.0,7682.0,134.0,0.5523344522429051,0.3445224290509612,https://static.marvelsnap.pro/cards/HitMonkey.webp
82,hobgoblin,Hobgoblin,Hobgoblin,On Reveal: Your opponent gains control of this.,"[""On Reveal""]",5,-8,Sinister Six,Pool 2 (Collection Level 222-486),509,[],#ff6100,#1310c6,#ff7000,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4955465587044535,0.0004048582995951,0.0335478035644541,0.0376807868812798,0.0325716646244105,0.0366176378478819,8.382229673093043e-05,0.0355127421731785,4896.0,4984.0,14035.0,14031.0,82.0,0.5007069913589945,0.0029850746268656,https://static.marvelsnap.pro/cards/Hobgoblin.webp
83,hood,Hood,The Hood,On Reveal: Add a Demon to your hand.,"[""On Reveal"", ""Add Card to Hand"", ""Add Card""]",1,-3,,Pool 3 (Collection Level 486-?),294,"[""Demon""]",#ff003e,#ff3700,#ff4a03,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4930207587687903,-0.0384753042233357,0.0188774915890668,0.0214184729604064,0.0181435891723292,0.0209642566340271,-0.0045054484492875,0.0200855468890406,2755.0,2833.0,7818.0,8033.0,127.0,0.5092953867339913,0.0649529492770254,https://static.marvelsnap.pro/cards/Hood.webp
84,howardtheduck,HowardTheDuck,Howard the Duck,Ongoing: Tap this to see the top card of your deck.,,1,2,,Pool 5 (Series 5),23,[],#ffdcb3,#ff7100,#f7510a,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1684206000}]",,,0.5015479876160991,0.0650154798761609,0.0022200752358829,0.0024344328603074,0.0023114626267127,0.0024897175188425,0.0008801341156747,0.0023219869882462,324.0,322.0,996.0,954.0,228.0,0.5037593984962406,0.0545112781954887,https://static.marvelsnap.pro/cards/HowardTheDuck.webp
85,hulk,Hulk,Hulk,HULK SMASH!,[],6,12,Avengers,Starter Card,935,[],#6fff6b,#ad5aff,#70ff6c,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5634239315709548,0.3821861344407599,0.1245708882356568,0.1065026574632,0.1277268760907504,0.1114500908198843,0.2584241408214585,0.1159807339779303,18180.0,14087.0,55037.0,42705.0,12.0,0.5922634914993188,0.6170842959540311,https://static.marvelsnap.pro/cards/Hulk.webp
86,hulkbuster,Hulkbuster,Hulkbuster,On Reveal: Merge this card with a random friendly card at this location.,"[""On Reveal"", ""Merge""]",3,5,Robots,Pool 1 (Collection Level 18-214),490,[],#ff2228,#ff9249,#ff7c09,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,17.18.0,0.5335264608210274,0.1907722744294496,0.0517400867473842,0.0499134339867996,0.0529385280903048,0.0524850199386182,0.056580050293378,0.0508716437223679,7551.0,6602.0,22811.0,20111.0,48.0,0.53248459129029,0.2108719814085076,https://static.marvelsnap.pro/cards/Hulkbuster.webp
87,humantorch,HumanTorch,Human Torch,"When this moves, double its Power.","[""Move"", ""Power On Move"", ""Increase Power""]",1,2,Fantastic Four,Pool 3 (Collection Level 486-?),116,[],#ff4c00,#ff4900,#ff7300,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5075720566682951,0.087933561309233,0.0071193153397605,0.0076208333018318,0.0074820838438973,0.0079441301125331,0.0037720033528918,0.0073577513389166,1039.0,1008.0,3224.0,3044.0,195.0,0.5039772727272728,0.0642045454545454,https://static.marvelsnap.pro/cards/HumanTorch.webp
88,iceman,Iceman,Iceman,On Reveal: Give a random card in your opponent's hand +1 Cost. (maximum 6),"[""On Reveal"", ""Increase Cost""]",1,2,Original X-Men,Pool 2 (Collection Level 222-486),693,[],#00cfff,#85faff,#72e9ff,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.478721939126842,0.0358077399807189,0.0476356883946252,0.0572318532687175,0.049708050202369,0.054541516170115,0.0108968985750209,0.0521979799432083,6952.0,7570.0,21419.0,20899.0,46.0,0.4787616402548603,0.0289985296520176,https://static.marvelsnap.pro/cards/Iceman.webp
89,infinaut,Infinaut,The Infinaut,"If you played a card last turn, you can't play this.",[],6,20,Giants,Pool 2 (Collection Level 222-486),545,[],#4e85ff,#64ff49,#ff6f2c,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5130290914104508,0.2250103405487384,0.0509932095846951,0.0534063159168059,0.056828097731239,0.0553870806104766,0.0683989941324392,0.0521404694295675,7442.0,7064.0,24487.0,21223.0,47.0,0.6587092858587902,1.1764110863847863,https://static.marvelsnap.pro/cards/Infinaut.webp
90,invisiblewoman,InvisibleWoman,Invisible Woman,Ongoing: Cards you play here are not revealed until the game ends.,"[""Ongoing"", ""Hide""]",2,3,Fantastic Four,Pool 3 (Collection Level 486-?),207,[],#225cff,#b6b6b6,#ffea3a,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4932286857494614,0.2511542012927054,0.021960929416682,0.024896234189417,0.0254237681482306,0.0243308557947261,0.0341994970662196,0.0233564573523597,3205.0,3293.0,10955.0,9323.0,115.0,0.5008016032064129,0.2997995991983968,https://static.marvelsnap.pro/cards/InvisibleWoman.webp
91,ironfist,IronFist,Iron Fist,"On Reveal: After you play your next card, move it one location to the left.","[""On Reveal"", ""Move""]",1,2,Defenders,Pool 1 (Collection Level 18-214),251,[],#7eff66,#ffbe49,#ff7c09,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4156436338126973,-0.1248684672044896,0.0162394392254404,0.0251910878588331,0.0157903531246518,0.0196150072029563,-0.0149203688181056,0.0204953092987311,2370.0,3332.0,6804.0,7516.0,125.0,0.4170522141440846,-0.1332892707644855,https://static.marvelsnap.pro/cards/IronFist.webp
92,ironheart,Ironheart,Ironheart,On Reveal: Give 3 other friendly cards +2 Power.,"[""On Reveal"", ""Increase Power""]",3,0,Champions,Recruit Season,684,[],#b5b9ff,#ff49a4,#ffbb4e,Recruit,"[{""Data"": ""Recruit"", ""StartDate"": -62135596800}]",,,0.5091868647380766,0.2043588741204065,0.0356993579597234,0.037968080200198,0.0406942742564331,0.0403052383239033,0.0438181056160938,0.0367779734732755,5210.0,5022.0,17535.0,15444.0,78.0,0.5246268656716417,0.2913432835820895,https://static.marvelsnap.pro/cards/Ironheart.webp
